Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Poutchkova O.,Daniilidou E.,35.0,42.0,601.0,544.5,7.0,5.0,0.0,6.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,2.4,1.53,2.4,1.53,2.52,1.617,2.4,1.54
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Hantuchova D.,Kostanic Tosic J.,13.0,76.0,1769.0,375.25,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.4,1.12,5.65,,,1.16,4.95
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Schnyder P.,Sucha M.,15.0,133.0,1525.0,239.5,2.0,6.0,6.0,1.0,6.0,2.0,2.0,1.0,Completed,1.03,11,1.06,8.0,1.04,9.25,1.045,18.0,1.06,8.5
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Pratt N.,Pennetta F.,45.0,67.0,530.75,415.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,4.5,1.16,3.7,1.25,4.0,1.22,4.68,1.245,4.1,1.22
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Kudryavtseva A.,Schruff J.,103.0,114.0,305.5,274.75,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,1.9,1.85,1.95,1.8,2.21,1.763,1.97,1.8
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko K.,Ondraskova Z.,47.0,100.0,517.5,308.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.33,3.15,1.375,3.47,1.33,3.2
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Dulko G.,Hsieh S.W.,32.0,124.0,644.75,256.25,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4,1.25,3.7,1.28,3.46,1.309,3.94,1.27,3.6
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Mirza S.,Brianti A.,50.0,87.0,488.0,333.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.69,2.1,1.72,2.05,1.781,2.18,1.77,2.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Muller M.,De Los Rios R.,36.0,199.0,592.0,144.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.6,2.25,1.55,2.35,1.676,2.38,1.6,2.28
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Olaru I.,Vakulenko J.,122.0,33.0,257.75,637.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,3.0,1.36,2.7,1.43,2.8,1.4,3.07,1.441,2.94,1.38
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Mauresmo A.,Granville L.,4.0,70.0,2801.0,403.5,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11,1.03,11.0,1.04,9.25,1.04,21.0,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Tu M.,Oprandi R.,39.0,94.0,565.25,325.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.69,2.1,1.63,2.2,1.625,2.5,1.64,2.2
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Cibulkova D.,Sun T.T.,131.0,92.0,241.5,325.75,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.46,2.6,1.33,3.15,1.402,3.29,1.35,3.1
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Williams V.,Harkleroad A.,27.0,80.0,801.0,370.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.04,10,1.04,11.0,1.05,8.5,1.059,14.5,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Dementieva E.,Johansson M.,14.0,126.0,1740.0,252.5,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.05,8.5,1.047,17.5,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Santangelo M.,Tanasugarn T.,31.0,68.0,733.0,411.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7,1.08,8.0,1.1,6.25,1.102,8.79,1.12,5.8
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Garbin T.,Llagostera Vives N.,22.0,267.0,921.0,96.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.5,,,,,1.35,3.1
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Bammer S.,Savchuk O.,25.0,136.0,866.0,232.5,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4,1.3,3.35,1.26,3.6,1.314,3.88,1.23,4.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Krajicek M.,Perry S.,40.0,71.0,550.0,392.0,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.14,5,1.22,4.0,1.2,4.2,1.181,6.03,1.18,4.6
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Safina D.,Obziler T.,11.0,95.0,1798.0,325.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.04,10,1.08,8.0,1.06,7.91,1.07,12.75,1.04,11.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Schiavone F.,Bacsinszky T.,28.0,125.0,796.0,254.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.57,2.25,1.53,2.4,1.63,2.2,1.746,2.24,1.7,2.1
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Stosur S.,Kirilenko M.,30.0,44.0,767.0,541.0,6.0,1.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.588,2.6,1.45,2.65
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Bartoli M.,Petkovic A.,21.0,150.0,981.0,205.75,0.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.22,4,1.22,4.0,,,,,1.25,3.8
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Jankovic J.,Castano C.,5.0,99.0,2727.0,311.5,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.01,13,1.06,9.0,1.03,10.0,1.025,28.5,1.02,16.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Henin J.,Paszek T.,1.0,72.0,4119.0,391.75,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12,1.03,11.0,1.02,13.0,1.024,30.56,1.03,12.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Cohen Aloro S.,Peschke K.,519.0,182.0,29.75,161.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,2.5,1.5,2.15,1.66,2.3,1.57,2.6,1.588,,
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Li N.,Parmentier P.,18.0,155.0,1286.0,198.5,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.08,7,1.09,7.0,1.1,6.25,1.116,8.36,1.12,5.8
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Vaidisova N.,Amanmuradova A.,10.0,210.0,1813.0,138.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.03,11,1.06,9.0,1.05,8.5,1.054,15.4,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Srebotnik K.,Dushevina V.,20.0,81.0,1000.0,368.75,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.5,2.5,1.53,2.4,1.5,2.5,1.552,2.71,1.57,2.33
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Schnyder P.,Bondarenko K.,15.0,47.0,1525.0,517.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5,1.2,4.25,1.18,4.5,1.234,4.87,1.2,4.35
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Olaru I.,Poutchek T.,122.0,101.0,257.75,307.5,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.28,3.5,1.28,3.5,1.3,3.3,1.309,3.94,1.33,3.2
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Kudryavtseva A.,Dulko G.,103.0,32.0,305.5,644.75,7.0,5.0,1.0,6.0,8.0,6.0,2.0,1.0,Completed,3.25,1.33,3.15,1.33,3.3,1.3,3.31,1.398,3.5,1.28
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Sharapova M.,Craybas J.,2.0,73.0,3453.0,390.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10,1.05,10.0,1.05,8.5,1.049,16.5,1.06,8.5
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Ivanovic A.,Mirza S.,7.0,50.0,1906.0,488.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.05,9,1.06,9.0,1.06,7.91,1.077,11.5,1.07,7.8
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Peer S.,Gallovits E.,17.0,104.0,1388.0,302.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10,1.06,9.0,1.06,7.91,1.085,10.83,1.06,8.5
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Knapp K.,Bondarenko A.,85.0,24.0,347.25,874.5,6.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,6.0,1.11,5.0,1.15,5.0,1.15,5.98,1.182,5.3,1.14
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Williams S.,Sequera M.,8.0,69.0,1880.0,408.0,6.0,0.0,7.0,6.0,,,2.0,0.0,Completed,1.02,12,1.04,11.0,1.05,8.5,1.053,15.81,1.03,12.0
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Safarova L.,Pratt N.,29.0,45.0,791.0,530.75,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.08,8.0,1.07,7.27,1.13,8.0,1.12,5.8
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Mauresmo A.,Dechy N.,4.0,46.0,2801.0,526.0,6.0,3.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,1.08,7,1.1,6.3,1.12,5.65,1.143,7.31,1.12,5.9
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Sugiyama A.,Tu M.,26.0,39.0,847.0,565.25,6.0,3.0,1.0,6.0,6.0,1.0,2.0,1.0,Completed,1.8,1.9,1.95,1.8,1.75,2.0,1.935,1.971,1.92,1.84
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Cibulkova D.,Muller M.,131.0,36.0,241.5,592.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.87,1.87,1.87,2.05,1.8,1.96
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Kuznetsova S.,Shaughnessy M.,3.0,61.0,3032.0,434.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11,1.05,10.0,1.04,9.5,1.044,18.5,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Chakvetadze A.,Szavay A.,9.0,102.0,1866.0,307.25,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,1.16,4.5,1.2,4.25,1.2,4.25,1.182,5.98,1.23,4.0
WTA,2007,29,Paris,French Open,2007-05-31,Grand Slam,Outdoor,Clay,2nd Round,3,Medina Garrigues A.,Likhovtseva E.,23.0,56.0,880.0,460.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,1.18,4.5,1.18,4.5,1.2,5.51,1.21,4.2
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,2nd Round,3,Hantuchova D.,Poutchkova O.,13.0,35.0,1769.0,601.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.3,1.1,6.25,1.119,8.6,1.12,5.8
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Jankovic J.,Williams V.,5.0,27.0,2727.0,801.0,6.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.36,3,1.38,2.9,1.36,3.0,1.4,3.3,1.37,3.0
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Garbin T.,Cohen Aloro S.,22.0,519.0,921.0,29.75,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.18,4.5,1.227,5.0,1.2,4.35
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Vaidisova N.,Stosur S.,10.0,30.0,1813.0,767.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.3,3.3,1.31,3.93,1.32,3.25
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Bammer S.,Li N.,25.0,18.0,866.0,1286.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2,1.8,1.95,1.75,2.0,1.962,1.943,1.82,1.94
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Bartoli M.,Dementieva E.,21.0,14.0,981.0,1740.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.6,1.46,2.8,1.4,2.98,1.459,2.52,1.5
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Henin J.,Santangelo M.,1.0,31.0,4119.0,733.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.02,12,1.03,12.0,1.03,11.0,1.029,26.0,1.04,11.0
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Williams S.,Krajicek M.,8.0,40.0,1880.0,550.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8,1.1,6.3,1.08,6.91,1.132,7.85,1.1,6.75
WTA,2007,29,Paris,French Open,2007-06-01,Grand Slam,Outdoor,Clay,3rd Round,3,Safina D.,Schiavone F.,11.0,28.0,1798.0,796.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.28,3.5,1.3,3.35,1.28,3.46,1.333,3.7,1.3,3.4
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Kuznetsova S.,Cibulkova D.,3.0,131.0,3032.0,241.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10,1.07,9.0,1.05,8.5,1.05,16.0,1.07,8.5
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Schnyder P.,Knapp K.,15.0,85.0,1525.0,347.25,6.0,1.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.08,7,1.08,8.0,1.1,6.25,1.111,8.75,1.1,6.5
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Sharapova M.,Kudryavtseva A.,2.0,103.0,3453.0,305.5,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.04,10,1.07,8.0,1.05,8.5,1.05,16.0,1.06,9.0
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Ivanovic A.,Olaru I.,7.0,122.0,1906.0,257.75,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.04,10,1.07,8.0,1.05,8.5,1.061,14.3,1.05,10.0
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Chakvetadze A.,Sugiyama A.,9.0,26.0,1866.0,847.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.33,1.22,4.0,1.25,3.75,1.265,4.47,1.25,3.8
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Peer S.,Srebotnik K.,17.0,20.0,1388.0,1000.0,6.0,1.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.28,3.5,1.28,3.5,1.33,3.15,1.372,3.49,1.23,4.0
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Medina Garrigues A.,Hantuchova D.,23.0,13.0,880.0,1769.0,4.0,6.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,2.0,1.72,2.0,1.75,1.95,1.8,2.01,1.901,1.94,1.82
WTA,2007,29,Paris,French Open,2007-06-02,Grand Slam,Outdoor,Clay,3rd Round,3,Safarova L.,Mauresmo A.,29.0,4.0,791.0,2801.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.5,1.5,2.4,1.53,2.5,1.5,2.61,1.585,2.5,1.5
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Williams S.,Safina D.,8.0,11.0,1880.0,1798.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4,1.26,3.65,1.22,4.0,1.3,4.03,1.23,4.0
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Vaidisova N.,Garbin T.,10.0,22.0,1813.0,921.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.2,4.33,1.23,3.9,1.18,4.5,1.239,4.79,1.22,4.1
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Kuznetsova S.,Peer S.,3.0,17.0,3032.0,1388.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3,1.38,2.9,1.33,3.15,1.372,3.49,1.42,2.8
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Henin J.,Bammer S.,1.0,25.0,4119.0,866.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.04,10,1.05,9.5,1.04,9.25,1.056,15.0,1.06,8.5
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Ivanovic A.,Medina Garrigues A.,7.0,23.0,1906.0,880.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.25,3.7,1.25,3.75,1.316,3.86,1.3,3.4
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Jankovic J.,Bartoli M.,5.0,21.0,2727.0,981.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.09,6.8,1.07,7.27,1.091,10.0,1.08,7.4
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Chakvetadze A.,Safarova L.,9.0,29.0,1866.0,791.0,6.0,4.0,0.0,6.0,6.0,2.0,2.0,1.0,Completed,2.25,1.57,2.2,1.63,2.4,1.53,2.5,1.625,2.22,1.63
WTA,2007,29,Paris,French Open,2007-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Sharapova M.,Schnyder P.,2.0,15.0,3453.0,1525.0,3.0,6.0,6.0,4.0,9.0,7.0,2.0,1.0,Completed,1.53,2.37,1.51,2.45,1.53,2.4,1.581,2.62,1.6,2.26
WTA,2007,29,Paris,French Open,2007-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,3,Ivanovic A.,Kuznetsova S.,7.0,3.0,1906.0,3032.0,6.0,0.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,2.62,1.5,2.4,1.53,2.65,1.45,2.89,1.478,2.46,1.52
WTA,2007,29,Paris,French Open,2007-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,3,Jankovic J.,Vaidisova N.,5.0,10.0,2727.0,1813.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.28,3.75,1.25,3.7,1.28,3.46,1.328,3.75,1.3,3.45
WTA,2007,29,Paris,French Open,2007-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,3,Sharapova M.,Chakvetadze A.,2.0,9.0,3453.0,1866.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.75,1.46,2.6,1.42,2.75,1.546,2.73,1.45,2.75
WTA,2007,29,Paris,French Open,2007-06-05,Grand Slam,Outdoor,Clay,Quarterfinals,3,Henin J.,Williams S.,1.0,8.0,4119.0,1880.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.55,2.35,1.45,2.65,1.476,2.9,1.58,2.33
WTA,2007,29,Paris,French Open,2007-06-07,Grand Slam,Outdoor,Clay,Semifinals,3,Ivanovic A.,Sharapova M.,7.0,2.0,1906.0,3453.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,2.05,1.75,1.95,1.85,2.05,1.75,2.05,1.87,2.05,1.75
WTA,2007,29,Paris,French Open,2007-06-07,Grand Slam,Outdoor,Clay,Semifinals,3,Henin J.,Jankovic J.,1.0,5.0,4119.0,2727.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.39,1.36,3.15,1.3,3.5,1.366,3.53,1.33,3.25
WTA,2007,29,Paris,French Open,2007-06-09,Grand Slam,Outdoor,Clay,The Final,3,Henin J.,Ivanovic A.,1.0,7.0,4119.0,1906.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.16,5,1.2,4.4,1.18,4.87,1.206,5.46,1.18,4.85
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Kanepi K.,Malek T.,58.0,87.0,455.75,347.75,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.85,1.9,1.75,2.0,1.98,1.926,1.88,1.88
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Vinci R.,Harkleroad A.,49.0,79.0,494.0,392.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.46,2.6,1.5,2.5,1.476,2.9,1.45,2.65
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Nakamura A.,Sucha M.,68.0,132.0,421.5,237.25,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.28,3.46,1.372,3.49,1.35,3.1
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Granville L.,Wozniak A.,77.0,90.0,395.0,340.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.33,3.15,1.36,3.0,1.395,3.33,1.38,2.95
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Bammer S.,Lepchenko V.,21.0,102.0,1058.0,298.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.07,7.5,1.05,10.0,1.06,7.91,1.063,14.0,1.07,8.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Peer S.,Tanasugarn T.,16.0,55.0,1477.0,466.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.11,6.0,1.08,6.91,1.111,8.75,1.12,5.8
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Safarova L.,Ondraskova Z.,25.0,120.0,963.0,265.5,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.05,9,1.06,9.0,1.05,8.5,1.061,14.0,1.05,10.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Schnyder P.,Pin C.,15.0,78.0,1569.0,393.25,6.0,1.0,4.0,6.0,8.0,6.0,2.0,1.0,Completed,1.19,4.33,1.28,3.5,1.25,3.75,1.31,3.93,1.28,3.55
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Hingis M.,Cavaday N.,11.0,232.0,1817.0,117.5,6.0,7.0,7.0,5.0,6.0,0.0,2.0,1.0,Completed,1.03,11,1.05,10.0,1.04,9.25,1.08,11.0,1.04,11.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Williams S.,Dominguez Lino L.,8.0,57.0,2130.0,461.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,1.01,15,1.01,15.0,1.01,17.0,1.019,38.5,1.01,25.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Molik A.,Rodionova A.,75.0,69.0,401.75,414.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.38,2.9,1.3,3.3,1.364,3.55,1.37,3.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Dushevina V.,Bacsinszky T.,83.0,91.0,375.75,337.5,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.45,2.65,1.524,2.78,1.5,2.5
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Henin J.,Cravero J.,1.0,117.0,4499.0,267.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.0,17,1.01,15.0,1.01,17.0,1.013,56.0,1.01,30.0
WTA,2007,34,London,Wimbledon,2007-06-25,Grand Slam,Outdoor,Grass,1st Round,3,Bartoli M.,Pennetta F.,19.0,63.0,1213.0,438.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.24,3.8,1.25,3.75,1.3,4.03,1.28,3.55
WTA,2007,34,London,Wimbledon,2007-06-26,Grand Slam,Outdoor,Grass,1st Round,3,Sequera M.,Schruff J.,56.0,110.0,462.0,283.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.28,3.5,1.35,3.05,1.375,3.47,1.37,3.0
