Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,UBW,UBL
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Wozniak A.,Bammer S.,140.0,22.0,253.0,1150.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,5.0,1.14,5.2,1.15,5.0,1.143,5.5,1.2,5.25,1.15
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Zvonareva V.,Foretz S.,12.0,121.0,1772.0,289.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.03,12.0,1.04,9.25,1.04,9.0,1.05,16.0,1.02,15.0
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Peng S.,Rodionova A.,64.0,67.0,486.0,452.0,6.0,0.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,,,1.25,3.75,,,,,1.28,3.55
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kanepi K.,Yuan M.,49.0,104.0,562.0,327.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.25,1.222,4.0,1.235,4.85,1.24,3.9
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Petrova N.,Rezai A.,25.0,58.0,1058.0,497.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.6,2.3,1.5,2.5,1.613,2.53,1.52,2.46
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kirilenko M.,Camerin M.E.,23.0,143.0,1123.0,237.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.06,8.0,1.1,6.75,1.111,6.0,1.1,9.0,1.09,7.3
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Cirstea S.,Kremer A.,78.0,131.0,404.0,276.0,6.0,0.0,3.0,0.0,,,1.0,0.0,Retired,1.16,4.5,1.17,4.67,1.222,4.0,1.23,4.95,1.2,4.3
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kleybanova A.,Tanasugarn T.,54.0,75.0,529.0,415.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.18,6.05,,
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Olaru R.,270.0,208.0,95.0,137.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.0,1.8,1.95,1.833,1.833,1.769,2.2,1.82,1.94
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Zheng J.,Santangelo M.,200.0,115.0,143.0,306.0,4.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.16,4.5,1.14,5.19,1.222,4.0,1.213,5.3,1.2,4.3
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Stosur S.,Peer S.,149.0,18.0,223.0,1215.0,6.0,2.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,3.25,1.33,3.35,1.3,3.4,1.3,3.62,1.355,3.4,1.3
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Martinez-Sanchez M.J.,33.0,145.0,848.0,232.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6.0,1.11,5.84,1.12,5.5,1.158,6.71,1.1,6.75
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Kvitova P.,Morigami A.,87.0,69.0,365.0,437.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.42,2.75,1.444,2.625,1.408,3.25,1.44,2.7
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Azarenka V.,Gallovits E.,17.0,59.0,1248.0,497.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.2,1.143,5.0,1.182,6.0,1.18,4.6
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Pironkova T.,Chan Y.J.,43.0,68.0,624.0,448.0,5.0,7.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.53,2.37,1.5,2.45,1.5,2.5,1.549,2.72,1.53,2.44
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Loit E.,Zakopalova K.,108.0,55.0,317.0,521.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,3.75,1.25,3.35,1.3,3.75,1.25,3.76,1.327,3.8,1.25
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Radwanska A.,Pandzic J.,15.0,189.0,1638.0,155.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.063,8.0,1.062,14.08,1.05,9.5
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Wozniacki C.,Yakimova A.,34.0,168.0,775.0,178.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.25,1.111,6.0,1.125,8.21,1.11,6.25
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Ivanovic A.,Safarova L.,2.0,41.0,3922.0,641.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.2,1.125,5.5,1.179,6.08,1.15,5.15
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Schnyder P.,Bacsinszky T.,11.0,63.0,1830.0,489.0,6.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.28,3.5,1.3,3.35,1.3,3.4,1.331,3.72,1.3,3.4
WTA,2008,27,Paris,French Open,2008-05-28,Grand Slam,Outdoor,Clay,2nd Round,3,Williams S.,Johansson M.,5.0,129.0,2836.0,277.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.01,15.0,1.01,13.5,1.015,13.0,1.025,31.0,1.02,15.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Williams V.,Sfar S.,7.0,241.0,2606.0,110.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.02,11.0,1.029,26.0,1.03,12.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Pennetta F.,Pavlyuchenkova A.,30.0,188.0,999.0,158.0,3.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.28,3.5,1.26,3.59,1.333,3.25,1.388,3.38,1.28,3.55
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Srebotnik K.,Makarova E.,24.0,66.0,1060.0,455.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.222,4.0,1.239,4.78,1.2,4.3
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Jankovic J.,Erakovic M.,3.0,80.0,3755.0,392.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.015,13.0,1.025,28.5,1.03,12.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Benesova I.,Peng S.,70.0,64.0,435.0,486.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.44,2.67,1.44,2.62,1.457,2.99,1.44,2.7
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Cibulkova D.,Sequera M.,31.0,156.0,933.0,201.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.06,8.0,1.07,7.19,1.071,7.5,1.08,11.0,1.05,9.5
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Cetkovska P.,Voskoboeva G.,77.0,101.0,405.0,335.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.364,3.0,1.403,3.28,1.37,3.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Suarez Navarro C.,Mauresmo A.,132.0,29.0,272.0,1017.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,4.33,1.19,3.75,1.25,4.0,1.222,4.85,1.235,3.8,1.25
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Cornet A.,Dulko G.,20.0,40.0,1160.0,642.0,6.0,0.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.36,3.0,1.4,2.85,1.364,3.0,1.377,3.45,1.4,2.85
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Govortsova O.,Sugiyama A.,37.0,35.0,704.0,752.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,2.0,1.727,2.07,1.855,2.04,1.74
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Dellacqua C.,Dechy N.,51.0,88.0,555.0,358.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,1.56,2.34,1.8,1.909,1.847,2.08,1.77,2.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Dementieva E.,Domachowska M.,8.0,73.0,2590.0,417.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8.0,1.05,7.25,1.083,7.0,1.089,10.19,1.1,6.75
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Knapp K.,Sanchez O.,38.0,114.0,695.0,307.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.62,1.4,2.85,1.4,2.75,1.51,2.81,1.41,2.8
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Szavay A.,Lisicki S.,13.0,83.0,1682.0,379.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.4,2.85,1.333,3.25,1.388,3.38,1.4,2.85
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kvitova P.,Stosur S.,87.0,149.0,365.0,223.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.8,1.9,1.83,1.91,1.833,1.833,1.813,2.13,1.84,1.92
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Wozniak A.,Amanmuradova A.,140.0,50.0,253.0,557.0,1.0,6.0,6.0,1.0,6.0,3.0,2.0,1.0,Completed,2.75,1.4,2.9,1.35,3.0,1.364,2.95,1.465,3.1,1.35
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Medina Garrigues A.,Pironkova T.,33.0,43.0,848.0,624.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.5,2.5,1.5,2.45,1.571,2.25,1.649,2.44,1.54,2.4
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Zheng J.,Kirilenko M.,200.0,23.0,143.0,1123.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,5.0,1.14,5.5,1.13,4.5,1.167,5.45,1.206,4.8,1.17
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Safina D.,Rybarikova M.,14.0,158.0,1662.0,198.0,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.063,8.0,1.074,11.5,1.05,9.5
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kanepi K.,Chakvetadze A.,49.0,6.0,562.0,2731.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,4.0,1.22,3.75,1.25,4.0,1.222,4.68,1.245,4.3,1.2
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Schiavone F.,Mamic S.,19.0,334.0,1201.0,65.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.1,6.5,1.13,5.5,1.111,6.0,1.125,8.2,1.12,5.85
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Azarenka V.,Cirstea S.,17.0,78.0,1248.0,404.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.0,1.13,5.5,1.125,5.5,1.148,7.16,1.12,6.0
WTA,2008,27,Paris,French Open,2008-05-29,Grand Slam,Outdoor,Clay,2nd Round,3,Kuznetsova S.,King V.,4.0,113.0,3365.0,307.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.02,11.0,1.03,24.0,1.02,15.0
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Petrova N.,Kleybanova A.,25.0,54.0,1058.0,529.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.549,2.72,1.57,2.34
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Sharapova M.,Mattek B.,1.0,106.0,4116.0,321.0,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.02,13.0,1.03,10.5,1.02,11.0,1.042,20.0,1.04,11.0
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,2nd Round,3,Zvonareva V.,Cohen Aloro S.,12.0,270.0,1772.0,95.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.03,11.0,1.04,9.25,1.04,9.0,1.05,16.0,1.03,12.0
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Ivanovic A.,Wozniacki C.,2.0,34.0,3922.0,775.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.11,5.84,1.143,5.0,1.163,6.55,1.18,4.6
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Srebotnik K.,Williams S.,24.0,5.0,1060.0,2836.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,7.0,1.08,6.75,1.1,6.0,1.111,6.65,1.16,5.5,1.14
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Cetkovska P.,Benesova I.,77.0,70.0,405.0,435.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,2.53,1.48,2.625,1.444,2.86,1.485,2.68,1.45
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Schnyder P.,Loit E.,11.0,108.0,1830.0,317.0,7.0,6.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,1.14,5.0,1.2,4.25,1.143,5.0,1.217,5.21,1.2,4.35
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Radwanska A.,Cornet A.,15.0,20.0,1638.0,1160.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.5,2.5,1.615,2.2,1.645,2.45,1.87,1.9
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Suarez Navarro C.,Dellacqua C.,132.0,51.0,272.0,555.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,1.76,1.99,1.727,2.0,2.1,1.833,1.7,2.1
WTA,2008,27,Paris,French Open,2008-05-30,Grand Slam,Outdoor,Clay,3rd Round,3,Pennetta F.,Williams V.,30.0,7.0,999.0,2606.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,3.25,1.33,3.22,1.32,3.5,1.286,3.52,1.368,3.1,1.35
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Azarenka V.,Schiavone F.,17.0,19.0,1248.0,1201.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.45,2.6,1.444,2.625,1.429,3.13,1.45,2.65
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Kuznetsova S.,Petrova N.,4.0,25.0,3365.0,1058.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.22,4.0,1.3,3.35,1.25,3.75,1.293,4.11,1.26,3.7
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Safina D.,Zheng J.,14.0,200.0,1662.0,143.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.05,9.0,1.05,8.5,1.111,6.0,1.095,9.5,1.1,6.5
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Sharapova M.,Knapp K.,1.0,38.0,4116.0,695.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.08,7.0,1.13,5.5,1.083,7.0,1.152,6.98,1.1,6.5
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Jankovic J.,Cibulkova D.,3.0,31.0,3755.0,933.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.35,3.1,1.286,3.5,1.352,3.64,1.3,3.4
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Kanepi K.,Medina Garrigues A.,49.0,33.0,562.0,848.0,6.0,1.0,6.0,7.0,7.0,5.0,2.0,1.0,Completed,3.0,1.36,2.85,1.4,2.75,1.4,3.41,1.383,2.85,1.4
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Dementieva E.,Govortsova O.,8.0,37.0,2590.0,704.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8.0,1.07,7.19,1.1,6.5,1.111,8.75,1.08,7.5
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Zvonareva V.,Wozniak A.,12.0,140.0,1772.0,253.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.04,10.0,1.07,7.19,1.063,8.0,1.08,11.0,1.04,11.0
WTA,2008,27,Paris,French Open,2008-05-31,Grand Slam,Outdoor,Clay,3rd Round,3,Kvitova P.,Szavay A.,87.0,13.0,365.0,1682.0,7.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,3.0,1.36,2.75,1.4,3.0,1.364,3.05,1.444,2.85,1.4
WTA,2008,27,Paris,French Open,2008-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Suarez Navarro C.,Pennetta F.,132.0,30.0,272.0,999.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,4.5,1.16,3.46,1.28,3.75,1.25,4.25,1.282,3.8,1.25
WTA,2008,27,Paris,French Open,2008-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Ivanovic A.,Cetkovska P.,2.0,77.0,3922.0,405.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.03,11.0,1.07,7.19,1.071,7.5,1.077,11.5,1.05,9.5
WTA,2008,27,Paris,French Open,2008-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Jankovic J.,Radwanska A.,3.0,15.0,3755.0,1638.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,1.4,2.85,1.364,3.0,1.4,3.3,1.35,3.1
WTA,2008,27,Paris,French Open,2008-06-01,Grand Slam,Outdoor,Clay,4th Round,3,Schnyder P.,Srebotnik K.,11.0,24.0,1830.0,1060.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.35,1.55,2.25,1.571,2.76,1.538,2.4,1.54
WTA,2008,27,Paris,French Open,2008-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Dementieva E.,Zvonareva V.,8.0,12.0,2590.0,1772.0,6.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,1.61,2.2,1.6,2.25,1.667,2.1,1.758,2.22,1.67,2.15
WTA,2008,27,Paris,French Open,2008-06-02,Grand Slam,Outdoor,Clay,4th Round,3,Safina D.,Sharapova M.,14.0,1.0,1662.0,4116.0,6.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.83,1.83,1.87,1.87,2.0,1.727,2.0,1.909,1.9,1.9
WTA,2008,27,Paris,French Open,2008-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Kanepi K.,Kvitova P.,49.0,87.0,562.0,365.0,6.0,3.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,2.0,1.75,2.1,1.667,1.99,1.917,1.88,1.88
WTA,2008,27,Paris,French Open,2008-06-03,Grand Slam,Outdoor,Clay,4th Round,3,Kuznetsova S.,Azarenka V.,4.0,17.0,3365.0,1248.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,1.35,3.05,1.5,2.5,1.469,2.93,1.53,2.44
WTA,2008,27,Paris,French Open,2008-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,3,Ivanovic A.,Schnyder P.,2.0,11.0,3922.0,1830.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.12,6.0,1.15,4.9,1.143,5.0,1.157,6.77,1.15,5.2
WTA,2008,27,Paris,French Open,2008-06-03,Grand Slam,Outdoor,Clay,Quarterfinals,3,Jankovic J.,Suarez Navarro C.,3.0,132.0,3755.0,272.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.5,1.2,4.25,1.2,4.333,1.227,5.0,1.25,3.8
WTA,2008,27,Paris,French Open,2008-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Safina D.,Dementieva E.,14.0,8.0,1662.0,2590.0,4.0,6.0,7.0,6.0,6.0,0.0,2.0,1.0,Completed,1.53,2.5,1.55,2.35,1.571,2.25,1.61,2.54,1.55,2.4
WTA,2008,27,Paris,French Open,2008-06-04,Grand Slam,Outdoor,Clay,Quarterfinals,3,Kuznetsova S.,Kanepi K.,4.0,49.0,3365.0,562.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.06,9.0,1.1,6.25,1.111,6.0,1.095,9.5,1.12,6.0
WTA,2008,27,Paris,French Open,2008-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Safina D.,Kuznetsova S.,14.0,4.0,1662.0,3365.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.5,1.53,2.4,1.6,2.25,1.571,2.41,1.662,2.18,1.65
WTA,2008,27,Paris,French Open,2008-06-05,Grand Slam,Outdoor,Clay,Semifinals,3,Ivanovic A.,Jankovic J.,2.0,3.0,3922.0,3755.0,6.0,4.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.38,3.0,1.4,2.95,1.364,3.0,1.448,3.03,1.38,2.94
WTA,2008,27,Paris,French Open,2008-06-07,Grand Slam,Outdoor,Clay,The Final,3,Ivanovic A.,Safina D.,2.0,14.0,3922.0,1662.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.45,2.8,1.4,2.75,1.467,2.94,1.4,3.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Vesnina E.,Llagostera Vives N.,46.0,88.0,594.0,375.0,6.0,7.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.45,2.6,1.5,2.5,1.599,2.57,1.47,2.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Zheng J.,Cibulkova D.,133.0,31.0,262.0,902.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.2,1.615,2.22,1.758,2.28,1.6
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Rodina E.,Razzano V.,108.0,28.0,315.0,1015.0,0.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,3.5,1.28,3.46,1.28,3.25,1.333,3.65,1.351,3.2,1.33
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska U.,Zakopalova K.,190.0,61.0,155.0,512.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.55,1.5,2.625,1.444,2.98,1.459,2.6,1.47
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Stosur S.,Olaru I.,98.0,140.0,331.0,241.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.17,4.67,1.167,4.5,1.174,6.26,1.16,5.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Baltacha E.,Kerber A.,158.0,131.0,193.0,267.0,6.0,3.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,2.62,1.44,2.65,1.45,2.625,1.444,2.66,1.568,2.85,1.4
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Vaidisova N.,Ondraskova Z.,22.0,184.0,1153.0,164.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.25,1.222,4.0,1.238,4.81,1.2,4.3
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Dechy N.,Yuan M.,97.0,112.0,333.0,304.0,6.0,7.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.16,4.5,1.21,4.06,1.2,4.333,1.207,5.42,1.2,4.3
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Williams S.,Kanepi K.,6.0,36.0,2676.0,790.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,1.04,9.25,1.04,9.0,1.065,13.5,1.07,8.0
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Pavlyuchenkova A.,Cornet A.,137.0,17.0,250.0,1248.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,2.37,1.53,2.35,1.55,2.375,1.533,2.47,1.637,2.5,1.5
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Parmentier P.,Amanmuradova A.,59.0,58.0,521.0,526.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.73,1.546,2.52,1.5
WTA,2008,32,London,Wimbledon,2008-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Li N.,Rodionova A.,45.0,75.0,600.0,452.0,3.0,6.0,6.0,0.0,6.0,1.0,2.0,1.0,Completed,1.12,5.5,1.15,5.2,1.143,5.0,1.145,7.2,1.15,5.15
